company_name,address,phone,email,website,site_id,run_date,run_timestamp_utc,search_seed,search_query,selected_place_label,listing_id,listing_url,raw_listing_token,dedupe_key,dedupe_key_normalised
Angelo Fusella t/as AF Tax,"PO Box 4482, GEELONG VIC 3220, AUS",++61352010292,angelo@aftax.com.au,http://www.aftax.com.au,cpa_au,2026-04-08,2026-04-08T07:45:59.868682+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"Angelo Fusella t/as AF Tax
PO Box 4482, GEELONG VIC 3220, AUS
0.00 km","angelo fusella t/as af tax|po box 4482, geelong vic 3220, aus","angelo fusella t/as af tax|po box 4482, geelong vic 3220, aus"
Shakespeare Rae Pty Ltd,"67 Myers St, GEELONG VIC 3220, AUS",++611300904930,scott@shakespearerae.com.au,http://www.shakespearerae.com.au,cpa_au,2026-04-08,2026-04-08T07:46:03.989562+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"Shakespeare Rae Pty Ltd
67 Myers St, GEELONG VIC 3220, AUS
0.50 km","shakespeare rae pty ltd|67 myers st, geelong vic 3220, aus","shakespeare rae pty ltd|67 myers st, geelong vic 3220, aus"
Enza Hughes,"226 Malop St, GEELONG VIC 3220, AUS",++61352233899,enzahughes@netspace.net.au,,cpa_au,2026-04-08,2026-04-08T07:46:07.913103+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"Enza Hughes
226 Malop St, GEELONG VIC 3220, AUS
0.60 km","enza hughes|226 malop st, geelong vic 3220, aus","enza hughes|226 malop st, geelong vic 3220, aus"
ID Accounting & Wealth Solutions,"37-41 Ryrie St, GEELONG VIC 3220, AUS",++61352211000,clientservices@idaws.com.au,http://www.idaws.com.au,cpa_au,2026-04-08,2026-04-08T07:46:12.317691+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"ID Accounting & Wealth Solutions
37-41 Ryrie St, GEELONG VIC 3220, AUS
0.75 km","id accounting & wealth solutions|37-41 ryrie st, geelong vic 3220, aus","id accounting & wealth solutions|37-41 ryrie st, geelong vic 3220, aus"
HD Advisors Pty Ltd,"U 4 17-19 Fenwick St, GEELONG VIC 3220, AUS",++61438619201,daniel@hdadvisors.com.au,http://www.hdadvisors.com.au,cpa_au,2026-04-08,2026-04-08T07:46:18.978555+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"HD Advisors Pty Ltd
U 4 17-19 Fenwick St, GEELONG VIC 3220, AUS
0.80 km","hd advisors pty ltd|u 4 17-19 fenwick st, geelong vic 3220, aus","hd advisors pty ltd|u 4 17-19 fenwick st, geelong vic 3220, aus"
Geelong Accounting Pty Ltd,"U 1 7 Retreat Rd, NEWTOWN VIC 3220, AUS",++61352294311,kelly@geelongaccounting.com.au,https://geelongaccounting.com.au/,cpa_au,2026-04-08,2026-04-08T07:46:24.581103+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"Geelong Accounting Pty Ltd
U 1 7 Retreat Rd, NEWTOWN VIC 3220, AUS
1.79 km","geelong accounting pty ltd|u 1 7 retreat rd, newtown vic 3220, aus","geelong accounting pty ltd|u 1 7 retreat rd, newtown vic 3220, aus"
Stephen Mason,"14 Baxter Rd, NORTH GEELONG VIC 3215, AUS",++61352788997,sma27383@bigpond.net.au,http://,cpa_au,2026-04-08,2026-04-08T07:46:31.847784+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"Stephen Mason
14 Baxter Rd, NORTH GEELONG VIC 3215, AUS
2.69 km","stephen mason|14 baxter rd, north geelong vic 3215, aus","stephen mason|14 baxter rd, north geelong vic 3215, aus"
Rod Accounting & Financial Services,"136 Shannon Ave, GEELONG WEST VIC 3218, AUS",+0352600488,info@rodaccounting.com.au,https://rodaccounting.com.au/,cpa_au,2026-04-08,2026-04-08T07:46:36.018967+00:00,"Geelong,VIC,3220","Geelong VIC, Australia","Geelong VIC, Australia",,,"Rod Accounting & Financial Services
136 Shannon Ave, GEELONG WEST VIC 3218, AUS
2.94 km","rod accounting & financial services|136 shannon ave, geelong west vic 3218, aus","rod accounting & financial services|136 shannon ave, geelong west vic 3218, aus"
SW & Co,"U 230 2 Golding St, HAWTHORN VIC 3122, AUS",++61478116123,suewee@swcotax.com.au,,cpa_au,2026-04-08,2026-04-08T07:46:50.908166+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"SW & Co
U 230 2 Golding St, HAWTHORN VIC 3122, AUS
0.28 km","sw & co|u 230 2 golding st, hawthorn vic 3122, aus","sw & co|u 230 2 golding st, hawthorn vic 3122, aus"
SW & Co Tax Pty Ltd,"U 230 2 Golding St, HAWTHORN VIC 3122, AUS",++61478116123,suewee@swcotax.com.au,http://suewee@swcotax.com.au,cpa_au,2026-04-08,2026-04-08T07:46:57.067034+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"SW & Co Tax Pty Ltd
U 230 2 Golding St, HAWTHORN VIC 3122, AUS
0.28 km","sw & co tax pty ltd|u 230 2 golding st, hawthorn vic 3122, aus","sw & co tax pty ltd|u 230 2 golding st, hawthorn vic 3122, aus"
JKO Business & Tax Solutions,"PO Box 509, HAWTHORN VIC 3122, AUS",++61402885839,justin@jkoaccounting.com.au,http://www.lkoaccounting.com.au,cpa_au,2026-04-08,2026-04-08T07:47:03.315898+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"JKO Business & Tax Solutions
PO Box 509, HAWTHORN VIC 3122, AUS
0.42 km","jko business & tax solutions|po box 509, hawthorn vic 3122, aus","jko business & tax solutions|po box 509, hawthorn vic 3122, aus"
Giuntabell Pty Ltd,"U 8 79-83 High St S, KEW VIC 3101, AUS",++61419599859,nunziog@giuntabell.com.au,http://www.giuntabell.com.au,cpa_au,2026-04-08,2026-04-08T07:47:28.218430+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Giuntabell Pty Ltd
U 8 79-83 High St S, KEW VIC 3101, AUS
1.58 km","giuntabell pty ltd|u 8 79-83 high st s, kew vic 3101, aus","giuntabell pty ltd|u 8 79-83 high st s, kew vic 3101, aus"
Cotsford & Ma Pty Ltd,"Se 14 13 Church St, HAWTHORN VIC 3122, AUS",++61398532811,accounting@cotsfordandma.com.au,http://www.cotsfordandma.com.au,cpa_au,2026-04-08,2026-04-08T07:47:36.319074+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Cotsford & Ma Pty Ltd
Se 14 13 Church St, HAWTHORN VIC 3122, AUS
1.59 km","cotsford & ma pty ltd|se 14 13 church st, hawthorn vic 3122, aus","cotsford & ma pty ltd|se 14 13 church st, hawthorn vic 3122, aus"
ADM Accounting & Fianance Pty Ltd,"U 301 1 Princess St, KEW VIC 3101, AUS",++61398551476,dianna@admaccounting.com.au,http://www.admaccounting.com.au,cpa_au,2026-04-08,2026-04-08T07:47:43.647855+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"ADM Accounting & Fianance Pty Ltd
U 301 1 Princess St, KEW VIC 3101, AUS
1.61 km","adm accounting & fianance pty ltd|u 301 1 princess st, kew vic 3101, aus","adm accounting & fianance pty ltd|u 301 1 princess st, kew vic 3101, aus"
Gerard Scalzo,"PO Box 902, KEW VIC 3101, AUS",++61398551811,gscalzo@bigpond.net.au,,cpa_au,2026-04-08,2026-04-08T07:47:50.396856+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Gerard Scalzo
PO Box 902, KEW VIC 3101, AUS
1.76 km","gerard scalzo|po box 902, kew vic 3101, aus","gerard scalzo|po box 902, kew vic 3101, aus"
Honest & Young Pty Ltd,"U 2 118 Church St, HAWTHORN VIC 3122, AUS",++61403712505,cpa.pritpal@gmail.com,http://www.honestandyoung.com.au,cpa_au,2026-04-08,2026-04-08T07:47:53.706457+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Honest & Young Pty Ltd
U 2 118 Church St, HAWTHORN VIC 3122, AUS
1.89 km","honest & young pty ltd|u 2 118 church st, hawthorn vic 3122, aus","honest & young pty ltd|u 2 118 church st, hawthorn vic 3122, aus"
MP Professional Bookkeeping,"U 3 785 Toorak Rd, HAWTHORN EAST VIC 3123, AUS",+95232277,vicken@mpbookkeepers.com.au,http://www.mpbookeepers.com.au,cpa_au,2026-04-08,2026-04-08T07:48:03.269887+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"MP Professional Bookkeeping
U 3 785 Toorak Rd, HAWTHORN EAST VIC 3123, AUS
2.25 km","mp professional bookkeeping|u 3 785 toorak rd, hawthorn east vic 3123, aus","mp professional bookkeeping|u 3 785 toorak rd, hawthorn east vic 3123, aus"
BluMetric,"Suite 183, L 1 678 Victoria St, RICHMOND VIC 3121, AUS",++61405465499,info@blumetric.com.au,https://www.blumetric.com.au,cpa_au,2026-04-08,2026-04-08T07:48:36.886703+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"BluMetric
Suite 183, L 1 678 Victoria St, RICHMOND VIC 3121, AUS
2.51 km","blumetric|suite 183, l 1 678 victoria st, richmond vic 3121, aus","blumetric|suite 183, l 1 678 victoria st, richmond vic 3121, aus"
Willmott Robb Pty Ltd,"291a Tooronga Rd, GLEN IRIS VIC 3146, AUS",+0409523041,mark@willmottrobb.com.au,http://www.willmottrobb.com.au,cpa_au,2026-04-08,2026-04-08T07:48:47.792827+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Willmott Robb Pty Ltd
291a Tooronga Rd, GLEN IRIS VIC 3146, AUS
2.64 km","willmott robb pty ltd|291a tooronga rd, glen iris vic 3146, aus","willmott robb pty ltd|291a tooronga rd, glen iris vic 3146, aus"
F J Pirera & Associates,"8a Ormsby Gr, TOORAK VIC 3142, AUS",++61418312851,Francopirera@gmail.com,,cpa_au,2026-04-08,2026-04-08T07:49:04.534533+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"F J Pirera & Associates
8a Ormsby Gr, TOORAK VIC 3142, AUS
3.50 km","f j pirera & associates|8a ormsby gr, toorak vic 3142, aus","f j pirera & associates|8a ormsby gr, toorak vic 3142, aus"
Tracey Brown-Thomas,"U 104 111 Parkview Rd, ALPHINGTON 3078, AUS",++61436117524,BT_Tracey@icloud.com,,cpa_au,2026-04-08,2026-04-08T07:49:11.365306+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Tracey Brown-Thomas
U 104 111 Parkview Rd, ALPHINGTON 3078, AUS
3.80 km","tracey brown-thomas|u 104 111 parkview rd, alphington 3078, aus","tracey brown-thomas|u 104 111 parkview rd, alphington 3078, aus"
Nexus Accountants (Aust) Pty Ltd,"L 1 33 Glenferrie Rd, MALVERN VIC 3144, AUS",++61395008666,dt@nexusaccountants.com.au,,cpa_au,2026-04-08,2026-04-08T07:49:18.300949+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Nexus Accountants (Aust) Pty Ltd
L 1 33 Glenferrie Rd, MALVERN VIC 3144, AUS
3.95 km","nexus accountants (aust) pty ltd|l 1 33 glenferrie rd, malvern vic 3144, aus","nexus accountants (aust) pty ltd|l 1 33 glenferrie rd, malvern vic 3144, aus"
Yolande Grisbrook & Associates PTY LTD,"1628 High St, GLEN IRIS VIC 3146, AUS",++61414438813,admin@grisbrooks.com,,cpa_au,2026-04-08,2026-04-08T07:49:49.358094+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Yolande Grisbrook & Associates PTY LTD
1628 High St, GLEN IRIS VIC 3146, AUS
4.27 km","yolande grisbrook & associates pty ltd|1628 high st, glen iris vic 3146, aus","yolande grisbrook & associates pty ltd|1628 high st, glen iris vic 3146, aus"
David Mond & Associates,"91 Orrong Cres, CAULFIELD NORTH VIC 3161, AUS",++61395259466,david@davidmond.com.au,,cpa_au,2026-04-08,2026-04-08T07:50:11.452748+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"David Mond & Associates
91 Orrong Cres, CAULFIELD NORTH VIC 3161, AUS
4.68 km","david mond & associates|91 orrong cres, caulfield north vic 3161, aus","david mond & associates|91 orrong cres, caulfield north vic 3161, aus"
Clements Management Group Pty Ltd T/as CP-More Than Just Numbers,"U 5 115 Hawthorn Rd, CAULFIELD NORTH VIC 3161, AUS",++61395096200,contact@cpnumbers.com.au,http://www.cpnumbers.com.au,cpa_au,2026-04-08,2026-04-08T07:50:39.009814+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Clements Management Group Pty Ltd T/as CP-More Than Just Numbers
U 5 115 Hawthorn Rd, CAULFIELD NORTH VIC 3161, AUS
4.86 km","clements management group pty ltd t/as cp-more than just numbers|u 5 115 hawthorn rd, caulfield north vic 3161, aus","clements management group pty ltd t/as cp-more than just numbers|u 5 115 hawthorn rd, caulfield north vic 3161, aus"
Solutions 2 Group,"216 Station St, FAIRFIELD VIC 3078, AUS",++61394896644,info@solutions2.com.au,http://www.solutions2.com.au,cpa_au,2026-04-08,2026-04-08T07:50:56.465265+00:00,"Hawthorn,VIC,3122","Hawthorn VIC, Australia","Hawthorn VIC 3122, Australia",,,"Solutions 2 Group
216 Station St, FAIRFIELD VIC 3078, AUS
4.99 km","solutions 2 group|216 station st, fairfield vic 3078, aus","solutions 2 group|216 station st, fairfield vic 3078, aus"
PenArc Accounting,"Suite 7, Level 1, 486 Lower Heidelberg Rd, HEIDELBERG VIC 3084, AUS",++61408670898,george@penarc.com.au,https://penarc.com.au/,cpa_au,2026-04-08,2026-04-08T07:52:20.258138+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"PenArc Accounting
Suite 7, Level 1, 486 Lower Heidelberg Rd, HEIDELBERG VIC 3084, AUS
0.05 km","penarc accounting|suite 7, level 1, 486 lower heidelberg rd, heidelberg vic 3084, aus","penarc accounting|suite 7, level 1, 486 lower heidelberg rd, heidelberg vic 3084, aus"
Proacct Plus Advisors & Accountants Pty Ltd,"Off 2 81-83 Burgundy St, HEIDELBERG VIC 3084, AUS",++6140398809600,office@proacct.com.au,https://www.proacctplus.com.au,cpa_au,2026-04-08,2026-04-08T07:52:27.787619+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"Proacct Plus Advisors & Accountants Pty Ltd
Off 2 81-83 Burgundy St, HEIDELBERG VIC 3084, AUS
0.22 km","proacct plus advisors & accountants pty ltd|off 2 81-83 burgundy st, heidelberg vic 3084, aus","proacct plus advisors & accountants pty ltd|off 2 81-83 burgundy st, heidelberg vic 3084, aus"
Progression Accountants & Business Advisors Pty Ltd,"PO Box 320, HEIDELBERG VIC 3084, AUS",++61394579000,admin@progression.com.au,http://www.progression.com.au,cpa_au,2026-04-08,2026-04-08T07:52:33.914956+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"Progression Accountants & Business Advisors Pty Ltd
PO Box 320, HEIDELBERG VIC 3084, AUS
0.37 km","progression accountants & business advisors pty ltd|po box 320, heidelberg vic 3084, aus","progression accountants & business advisors pty ltd|po box 320, heidelberg vic 3084, aus"
Heidelberg Business Solutions,"PO Box 623, HEIDELBERG VIC 3084, AUS",++61412064864,evelyn@heidbus.com.au,http://www.heidbus.com.au,cpa_au,2026-04-08,2026-04-08T07:52:38.535677+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"Heidelberg Business Solutions
PO Box 623, HEIDELBERG VIC 3084, AUS
0.37 km","heidelberg business solutions|po box 623, heidelberg vic 3084, aus","heidelberg business solutions|po box 623, heidelberg vic 3084, aus"
CJM Accountants Pty Ltd,"U 1 176 Burgundy St, HEIDELBERG VIC 3084, AUS",++61394550219,admin@cjma.com.au,http://www.cjma.com.au,cpa_au,2026-04-08,2026-04-08T07:52:43.359382+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"CJM Accountants Pty Ltd
U 1 176 Burgundy St, HEIDELBERG VIC 3084, AUS
0.61 km","cjm accountants pty ltd|u 1 176 burgundy st, heidelberg vic 3084, aus","cjm accountants pty ltd|u 1 176 burgundy st, heidelberg vic 3084, aus"
Peterson Borg Group,"22 Thames St, HEIDELBERG HEIGHTS VIC 3081, AUS",++61403033481,,,cpa_au,2026-04-08,2026-04-08T07:52:54.841761+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"Peterson Borg Group
22 Thames St, HEIDELBERG HEIGHTS VIC 3081, AUS
1.85 km","peterson borg group|22 thames st, heidelberg heights vic 3081, aus","peterson borg group|22 thames st, heidelberg heights vic 3081, aus"
United Industries (Aust) Pty Ltd Tas Maurice Zhang & Co,"1 226 Upper Heidelberg Rd, IVANHOE VIC 3079, AUS",++61394997349,mz@mauricezhang.com.au,http://www.mauricezhang.com.au/,cpa_au,2026-04-08,2026-04-08T07:53:05.628425+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"United Industries (Aust) Pty Ltd Tas Maurice Zhang & Co
1 226 Upper Heidelberg Rd, IVANHOE VIC 3079, AUS
2.91 km","united industries (aust) pty ltd tas maurice zhang & co|1 226 upper heidelberg rd, ivanhoe vic 3079, aus","united industries (aust) pty ltd tas maurice zhang & co|1 226 upper heidelberg rd, ivanhoe vic 3079, aus"
ACME BUSINESS SOLUTIONS PTY LTD,"U 3 29 Stewart Tce, MACLEOD VIC 3085, AUS",++61394343070,janakig@optusnet.com.au,,cpa_au,2026-04-08,2026-04-08T07:53:22.711694+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"ACME BUSINESS SOLUTIONS PTY LTD
U 3 29 Stewart Tce, MACLEOD VIC 3085, AUS
3.36 km","acme business solutions pty ltd|u 3 29 stewart tce, macleod vic 3085, aus","acme business solutions pty ltd|u 3 29 stewart tce, macleod vic 3085, aus"
Ideal Tax and Accounting Association,"56 Alamein Rd, HEIDELBERG WEST VIC 3081, AUS",++61433055278,tax@idealtaxaccounting.com.au,http://www.idealtaxaccounting.com.au,cpa_au,2026-04-08,2026-04-08T07:53:35.680411+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"Ideal Tax and Accounting Association
56 Alamein Rd, HEIDELBERG WEST VIC 3081, AUS
3.48 km","ideal tax and accounting association|56 alamein rd, heidelberg west vic 3081, aus","ideal tax and accounting association|56 alamein rd, heidelberg west vic 3081, aus"
All About Business,"15 Vincent St, MACLEOD VIC 3085, AUS",++61400357457,stellag@allaboutbusiness.com.au,http://www.allaboutbusiness.com.au,cpa_au,2026-04-08,2026-04-08T07:53:46.830899+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"All About Business
15 Vincent St, MACLEOD VIC 3085, AUS
3.57 km","all about business|15 vincent st, macleod vic 3085, aus","all about business|15 vincent st, macleod vic 3085, aus"
NC Financials Services,"19 Old Lower Plenty Rd, VIEWBANK VIC 3084, AUS",++61425719845,ncfinancialservices@outlook.com,,cpa_au,2026-04-08,2026-04-08T07:54:03.048624+00:00,"Heidelberg,VIC,3084","Heidelberg VIC, Australia","Heidelberg VIC 3084, Australia",,,"NC Financials Services
19 Old Lower Plenty Rd, VIEWBANK VIC 3084, AUS
4.61 km","nc financials services|19 old lower plenty rd, viewbank vic 3084, aus","nc financials services|19 old lower plenty rd, viewbank vic 3084, aus"
The Accounting Republic,"19 Wilcox St, PRESTON VIC 3072, AUS",++61432224322,hello@theaccountingrepublic.com.au,,cpa_au,2026-04-08,2026-04-08T07:56:26.060565+00:00,"Ivanhoe,VIC,3079","Ivanhoe VIC, Australia","Ivanhoe VIC 3079, Australia",,,"The Accounting Republic
19 Wilcox St, PRESTON VIC 3072, AUS
4.61 km","the accounting republic|19 wilcox st, preston vic 3072, aus","the accounting republic|19 wilcox st, preston vic 3072, aus"
ExperTax Consulting Pty Ltd,"29 Seymour St, PRESTON VIC 3072, AUS",++61433311193,info@expertaxconsulting.com.au,http://www.expertaxconsulting.com.au,cpa_au,2026-04-08,2026-04-08T07:56:35.021929+00:00,"Ivanhoe,VIC,3079","Ivanhoe VIC, Australia","Ivanhoe VIC 3079, Australia",,,"ExperTax Consulting Pty Ltd
29 Seymour St, PRESTON VIC 3072, AUS
4.88 km","expertax consulting pty ltd|29 seymour st, preston vic 3072, aus","expertax consulting pty ltd|29 seymour st, preston vic 3072, aus"
ExperTax Consulting,"29 Seymour St, PRESTON VIC 3072, AUS",++61394168942,info@expertaxconsulting.com.au,http://www.expertaxconsulting.com.au,cpa_au,2026-04-08,2026-04-08T07:56:39.737700+00:00,"Ivanhoe,VIC,3079","Ivanhoe VIC, Australia","Ivanhoe VIC 3079, Australia",,,"ExperTax Consulting
29 Seymour St, PRESTON VIC 3072, AUS
4.88 km","expertax consulting|29 seymour st, preston vic 3072, aus","expertax consulting|29 seymour st, preston vic 3072, aus"
De Luca Partners,"157 High St, PRESTON VIC 3072, AUS",++61394169322,info@delucapartners.com.au,http://www.delucapartners.com.au/,cpa_au,2026-04-08,2026-04-08T07:56:43.363759+00:00,"Ivanhoe,VIC,3079","Ivanhoe VIC, Australia","Ivanhoe VIC 3079, Australia",,,"De Luca Partners
157 High St, PRESTON VIC 3072, AUS
4.92 km","de luca partners|157 high st, preston vic 3072, aus","de luca partners|157 high st, preston vic 3072, aus"
AJE Accounting,"890a North Rd, BENTLEIGH EAST VIC 3165, AUS",++61402846147,john@ajeaccounting.com.au,,cpa_au,2026-04-08,2026-04-08T08:03:46.452746+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"AJE Accounting
890a North Rd, BENTLEIGH EAST VIC 3165, AUS
3.20 km","aje accounting|890a north rd, bentleigh east vic 3165, aus","aje accounting|890a north rd, bentleigh east vic 3165, aus"
Eight Pty Ltd,"85 Orange St, BENTLEIGH EAST VIC 3165, AUS",++61386448088,andrew@eight.org.au,https://www.eight.org.au,cpa_au,2026-04-08,2026-04-08T08:03:52.235131+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"Eight Pty Ltd
85 Orange St, BENTLEIGH EAST VIC 3165, AUS
3.30 km","eight pty ltd|85 orange st, bentleigh east vic 3165, aus","eight pty ltd|85 orange st, bentleigh east vic 3165, aus"
SMSF Guard,"7b Wallace Ave, MURRUMBEENA VIC 3163, AUS",+01412370791,prenner@optusnet.com.au,,cpa_au,2026-04-08,2026-04-08T08:03:58.846776+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"SMSF Guard
7b Wallace Ave, MURRUMBEENA VIC 3163, AUS
3.55 km","smsf guard|7b wallace ave, murrumbeena vic 3163, aus","smsf guard|7b wallace ave, murrumbeena vic 3163, aus"
Gavin Ma & Co Accountant,"2/269 Centre Rd, BENTLEIGH VIC 3204, AUS",++61395573138,gavin@gavinmaandco.com.au,http://www.gavinmaandco.com.au,cpa_au,2026-04-08,2026-04-08T08:04:04.253098+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"Gavin Ma & Co Accountant
2/269 Centre Rd, BENTLEIGH VIC 3204, AUS
3.84 km","gavin ma & co accountant|2/269 centre rd, bentleigh vic 3204, aus","gavin ma & co accountant|2/269 centre rd, bentleigh vic 3204, aus"
LJP SMSF Accounting Services,"59 Woornack Rd, CARNEGIE VIC 3163, AUS",++61419008435,lmartin@ljpsmsf.com.au,http://www.ljpsmsf.com.au,cpa_au,2026-04-08,2026-04-08T08:04:12.025315+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"LJP SMSF Accounting Services
59 Woornack Rd, CARNEGIE VIC 3163, AUS
3.96 km","ljp smsf accounting services|59 woornack rd, carnegie vic 3163, aus","ljp smsf accounting services|59 woornack rd, carnegie vic 3163, aus"
RL Accounting,"18 Letchworth Ave, BRIGHTON EAST VIC 3187, AUS",++61399883145,info@rlaccounting.com.au,http://www.rlaccounting.com.au,cpa_au,2026-04-08,2026-04-08T08:04:34.545085+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"RL Accounting
18 Letchworth Ave, BRIGHTON EAST VIC 3187, AUS
4.32 km","rl accounting|18 letchworth ave, brighton east vic 3187, aus","rl accounting|18 letchworth ave, brighton east vic 3187, aus"
Bookkeeping Partners,"L 1 155 Poath Rd, MURRUMBEENA VIC 3163, AUS",++61395633583,christineowng@hotmail.com,http://www.bpartners.com.au,cpa_au,2026-04-08,2026-04-08T08:04:37.659511+00:00,"Moorabbin,VIC,3189","Moorabbin VIC, Australia","Moorabbin VIC 3189, Australia",,,"Bookkeeping Partners
L 1 155 Poath Rd, MURRUMBEENA VIC 3163, AUS
4.49 km","bookkeeping partners|l 1 155 poath rd, murrumbeena vic 3163, aus","bookkeeping partners|l 1 155 poath rd, murrumbeena vic 3163, aus"
K & N Partners PTY LTD,"2A 14 LIONEL ROAD, MOUNT WAVERLEY VIC 3149, AUS",+0430374862,accounts@knpartnersau.com,https://www.knpartnersau.com/,cpa_au,2026-04-08,2026-04-08T08:04:59.410605+00:00,"Nunawading,VIC,3131","Nunawading VIC, Australia","Nunawading VIC 3131, Australia",,,"K & N Partners PTY LTD
2A 14 LIONEL ROAD, MOUNT WAVERLEY VIC 3149, AUS
0.22 km","k & n partners pty ltd|2a 14 lionel road, mount waverley vic 3149, aus","k & n partners pty ltd|2a 14 lionel road, mount waverley vic 3149, aus"
Brown Hamilton Partners,"65a Mitcham Rd, DONVALE VIC 3111, AUS",++61424025587,nicole@brownhamilton.com.au,https://www.brownhamilton.com.au/,cpa_au,2026-04-08,2026-04-08T08:05:31.886421+00:00,"Nunawading,VIC,3131","Nunawading VIC, Australia","Nunawading VIC 3131, Australia",,,"Brown Hamilton Partners
65a Mitcham Rd, DONVALE VIC 3111, AUS
2.06 km","brown hamilton partners|65a mitcham rd, donvale vic 3111, aus","brown hamilton partners|65a mitcham rd, donvale vic 3111, aus"
Afford Books Tax Pty Ltd,"Unit 133, 203 Rooks Rd, VERMONT VIC 3133, AUS",++61 416 339 239,maru@affordbookstax.com.au,https://affordbookstax.com.au/,cpa_au,2026-04-08,2026-04-08T08:05:38.904673+00:00,"Nunawading,VIC,3131","Nunawading VIC, Australia","Nunawading VIC 3131, Australia",,,"Afford Books Tax Pty Ltd
Unit 133, 203 Rooks Rd, VERMONT VIC 3133, AUS
2.13 km","afford books tax pty ltd|unit 133, 203 rooks rd, vermont vic 3133, aus","afford books tax pty ltd|unit 133, 203 rooks rd, vermont vic 3133, aus"
